<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RU000A100V79;1;20190930;150800;100.0200000;100.0200000;100.0200000;100.0200000;75
RU000A100V79;1;20190930;150900;100.0200000;100.0200000;100.0200000;100.0200000;29
RU000A100V79;1;20190930;151200;100.0200000;100.0200000;100.0200000;100.0200000;2
RU000A100V79;1;20190930;151600;100.0200000;100.0200000;100.0200000;100.0200000;2
RU000A100V79;1;20190930;151700;100.0200000;100.0200000;100.0200000;100.0200000;68
RU000A100V79;1;20190930;152900;100.0100000;100.0100000;99.9000000;99.9000000;2901
RU000A100V79;1;20190930;153000;99.9000000;99.9000000;99.9000000;99.9000000;100
RU000A100V79;1;20190930;153100;99.9000000;99.9000000;99.9000000;99.9000000;127
RU000A100V79;1;20190930;153200;99.9000000;99.9000000;99.9000000;99.9000000;64
RU000A100V79;1;20190930;153300;99.9000000;99.9000000;99.9000000;99.9000000;2
RU000A100V79;1;20190930;153600;99.9000000;99.9000000;99.9000000;99.9000000;100
RU000A100V79;1;20190930;153700;99.9000000;99.9000000;99.9000000;99.9000000;12
RU000A100V79;1;20190930;153800;99.9000000;99.9000000;99.9000000;99.9000000;42
RU000A100V79;1;20190930;153900;100.0200000;100.0200000;100.0200000;100.0200000;1
RU000A100V79;1;20190930;154000;100.0100000;100.0100000;99.9000000;99.9000000;995
RU000A100V79;1;20190930;154100;99.9000000;100.0400000;99.9000000;100.0400000;26
RU000A100V79;1;20190930;154800;100.0400000;100.0400000;100.0400000;100.0400000;1
RU000A100V79;1;20190930;154900;100.0400000;100.0400000;100.0400000;100.0400000;1
RU000A100V79;1;20190930;160000;100.0400000;100.0400000;100.0400000;100.0400000;75
RU000A100V79;1;20190930;160700;100.0400000;100.0400000;100.0400000;100.0400000;10
RU000A100V79;1;20190930;161500;100.0400000;100.0400000;100.0400000;100.0400000;50
RU000A100V79;1;20190930;161600;100.0400000;100.0400000;100.0400000;100.0400000;5
RU000A100V79;1;20190930;162200;100.0400000;100.0400000;100.0400000;100.0400000;1
RU000A100V79;1;20190930;162700;100.0300000;100.0400000;99.8500000;100.0400000;12002
RU000A100V79;1;20190930;162800;100.0300000;100.0400000;99.9000000;100.0300000;1237
RU000A100V79;1;20190930;162900;100.0400000;100.0400000;100.0400000;100.0400000;1
RU000A100V79;1;20190930;163100;100.0400000;100.0400000;100.0400000;100.0400000;16
RU000A100V79;1;20190930;163400;100.0400000;100.0400000;100.0400000;100.0400000;11
RU000A100V79;1;20190930;163500;100.0400000;100.0400000;100.0400000;100.0400000;40
RU000A100V79;1;20190930;163700;100.0400000;100.0400000;100.0400000;100.0400000;415
RU000A100V79;1;20190930;163800;100.0400000;100.0400000;100.0400000;100.0400000;5
RU000A100V79;1;20190930;164600;100.0400000;100.0400000;100.0400000;100.0400000;400
RU000A100V79;1;20190930;165200;100.0400000;100.0400000;100.0400000;100.0400000;100
RU000A100V79;1;20190930;165400;100.0400000;100.0400000;100.0400000;100.0400000;5
RU000A100V79;1;20190930;171400;100.0400000;100.0400000;100.0400000;100.0400000;30
RU000A100V79;1;20190930;172100;100.0400000;100.0400000;100.0400000;100.0400000;100
RU000A100V79;1;20190930;172300;100.0400000;100.0400000;100.0400000;100.0400000;103
RU000A100V79;1;20190930;172500;100.0400000;100.0400000;100.0400000;100.0400000;100
